"","V1","V2"
"353","DYuOxkW4DtlJsTHdxdXSlg",NA
"354","o9IvrLWtTt5lCYqO-uiJLg",NA
"355","RNO7SRmfVi0CyXjtPhXELg",NA
"356","y4ETe3DkcIjjr_eyeg5U5g",NA
"357","wi-T1EAilETniAbuiSBJ2A",NA
"358","s1FNMwBVBmC7mLfYy77e8g",NA
"359","5nWfU-qheLL-JzwYgHe_cQ",NA
"360","AfN3Z1U6QPEgAb5F2CQm8w",NA
"361","2iTsRqUsPGRH1li1WVRvKQ",NA
"362","2iTsRqUsPGRH1li1WVRvKQ",NA
"363","npWIa3dIPEV1MTaZNq6AUA",NA
"364","P7pxQFqr7yBKMMI2J51udw",NA
"365","G6BwYw_0_atLPTzI1uokIA",NA
"366","UJb1PrUWDFfuzwUPc1pP4Q",NA
"367","P7pxQFqr7yBKMMI2J51udw",NA
"368","-6tvduBzjLI1ISfs3F_qTg",NA
"369","2iTsRqUsPGRH1li1WVRvKQ",NA
"370","74gDxr6rs_8tUTcS1vkr0Q",NA
"371","GETVAz5SCk8rFziexV54Aw",NA
"372","6TvB1PZCY1Ap2S-yNJPs4w",NA
"373","P7pxQFqr7yBKMMI2J51udw",NA
"374","9njwmO6YzhaQB3-htNMFYQ",NA
"375","yCK1Ok69D7TSWJESZQZHiQ",NA
"376","P7pxQFqr7yBKMMI2J51udw",NA
"377","UJb1PrUWDFfuzwUPc1pP4Q",NA
"378","VZQPYoK6l_vo5jwYgabJdQ",NA
"379","-6tvduBzjLI1ISfs3F_qTg",NA
"380","y4ETe3DkcIjjr_eyeg5U5g",NA
"381","mDR12Hafvr84ctpsV6YLag",NA
"382","o9IvrLWtTt5lCYqO-uiJLg",NA
"383","2iTsRqUsPGRH1li1WVRvKQ",NA
"384","sMzNLdhJZGzYirIWt-fMAg",NA
"385","oFHvr1cAktvU-bQgrl4aPw",NA
"386","ibf4xvHWD4t1DOOZhidHBg",NA
"387","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"388","PbTh7aX0_yyaXFOXAlhI4A",NA
"389","mDR12Hafvr84ctpsV6YLag",NA
"390","74gDxr6rs_8tUTcS1vkr0Q",NA
"391","mlCDsdVFuZvRGrJTfQ6amw",NA
"392","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"393","NwVj3tbEcR2F8fbrcOEV0Q",NA
"394","sMzNLdhJZGzYirIWt-fMAg",NA
"395","Trbt0Ex85yvwT8DHoEFCvg",NA
"396","2iTsRqUsPGRH1li1WVRvKQ",NA
"397","_qA2HPqgLiBc-M4wRyml0g",NA
"398","-6tvduBzjLI1ISfs3F_qTg",NA
"399","DjvpsmdtEvnyMk2vXxpc-w",NA
"400","uMZxxZrbM441LnnfqR1WOQ",NA
"401","G6BwYw_0_atLPTzI1uokIA",NA
"402","z2Yivr-C0K0H2sLNXvnZyg",NA
"403","2iTsRqUsPGRH1li1WVRvKQ",NA
"404","2c9Vptks_vowLgVUMnCgjw",NA
"405","_glMJT-AR1vNt-eatEdyeA",NA
"406","9Rs7n2LbINBN8kLbScjhmA",NA
"407","Dv0OHpQSL4hOGl2KAEVvlA",NA
"408","mDR12Hafvr84ctpsV6YLag",NA
"409","AfN3Z1U6QPEgAb5F2CQm8w",NA
"410","mNsjRWm99TFmssgKJX_kyg",NA
"411","o9IvrLWtTt5lCYqO-uiJLg",NA
"412","P7pxQFqr7yBKMMI2J51udw",NA
"413","6zi7dAlnk7vgvlGbUMoKkA",NA
"414","FogTa-wmjhVnJCoTiaxvZA",NA
"415","P7pxQFqr7yBKMMI2J51udw",NA
"416","avKtXuzalCP_cVfrk-fLeQ",NA
"417","Trbt0Ex85yvwT8DHoEFCvg",NA
"418","pWyhmTVRNw6hix3J__SqvQ",NA
"419","UotZUkpcI0p2J8RUAD36Ng",NA
"420","z2Yivr-C0K0H2sLNXvnZyg",NA
"421","FogTa-wmjhVnJCoTiaxvZA",NA
"422","Trbt0Ex85yvwT8DHoEFCvg",NA
"423","p8qk36_xEXhICe91tfUpPA",NA
"424","mDR12Hafvr84ctpsV6YLag",NA
"425","RHwpx_SBW4h05LQsIxF-mQ",NA
"426","74gDxr6rs_8tUTcS1vkr0Q",NA
"427","mDR12Hafvr84ctpsV6YLag",NA
"428","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"429","bWucOPNoIjd8ECdiDyVq9Q",NA
"430","zw9_mqWBn1QCfZg88w0Exg",NA
"431","G6BwYw_0_atLPTzI1uokIA",NA
"432","UJb1PrUWDFfuzwUPc1pP4Q",NA
"433","mDR12Hafvr84ctpsV6YLag",NA
"434","m8Cbph-0tlMaYyXDwvKc3A",NA
"435","0ZZIqTdEb7yUa13QZLKuGQ",NA
"436","sMzNLdhJZGzYirIWt-fMAg",NA
"437","P7pxQFqr7yBKMMI2J51udw",NA
"438","HGNOaHmKpW1ajuAVCpA1yg",NA
"439","P7pxQFqr7yBKMMI2J51udw",NA
"440","s1FNMwBVBmC7mLfYy77e8g",NA
"441","2iTsRqUsPGRH1li1WVRvKQ",NA
"442","P7pxQFqr7yBKMMI2J51udw",NA
"443","s1FNMwBVBmC7mLfYy77e8g",NA
"444","S_bG5WWbtNXhhY9Y0GTcSg",NA
"445","P7pxQFqr7yBKMMI2J51udw",NA
"446","2iTsRqUsPGRH1li1WVRvKQ",NA
"447","d482l58ho0_IMdFkXX1F5Q",NA
"448","-6tvduBzjLI1ISfs3F_qTg",NA
"449","RtnTbhWYw4QjKhoTBV37OA",NA
"450","P7pxQFqr7yBKMMI2J51udw",NA
"451","y4ETe3DkcIjjr_eyeg5U5g",NA
"452","G6BwYw_0_atLPTzI1uokIA",NA
"453","A4kCvILTgfr_2cG0_yGNiw",NA
"454","NwWYSYGHFyHQMmsXu0SiYA",NA
"455","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"456","mDR12Hafvr84ctpsV6YLag",NA
"457","w_UCGMgok7N9p0XdYBx1VQ",NA
"458","mDR12Hafvr84ctpsV6YLag",NA
"459","nkDSE-yhvLX4ij5fSzvb5Q",NA
"460","ibf4xvHWD4t1DOOZhidHBg",NA
"461","d482l58ho0_IMdFkXX1F5Q",NA
"462","mDR12Hafvr84ctpsV6YLag",NA
"463","P7pxQFqr7yBKMMI2J51udw",NA
"464","Trbt0Ex85yvwT8DHoEFCvg",NA
"465","_eNeiqWPt1MPLFF6DEIJeA",NA
"466","sMzNLdhJZGzYirIWt-fMAg",NA
"467","AfN3Z1U6QPEgAb5F2CQm8w",NA
"468","yCK1Ok69D7TSWJESZQZHiQ",NA
"469","sMzNLdhJZGzYirIWt-fMAg",NA
"470","sMzNLdhJZGzYirIWt-fMAg",NA
"471","6TvB1PZCY1Ap2S-yNJPs4w",NA
"472","2iTsRqUsPGRH1li1WVRvKQ",NA
"473","w_UCGMgok7N9p0XdYBx1VQ",NA
"474","AFgPDQm_pczo5uV3yQBgwg",NA
"475","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"476","Err-UlwpMFaCIQ4mAVxmzQ",NA
"477","Bx7SDDMr5Y278PFIy0nsmQ",NA
"478","Fr5R5w74Xg7sKMlt4PPtHg",NA
"479","9njwmO6YzhaQB3-htNMFYQ",NA
"480","2iTsRqUsPGRH1li1WVRvKQ",NA
"481","2iTsRqUsPGRH1li1WVRvKQ",NA
"482","VZQPYoK6l_vo5jwYgabJdQ",NA
"483","UotZUkpcI0p2J8RUAD36Ng",NA
"484","P7pxQFqr7yBKMMI2J51udw",NA
"485","fMtJHpD-l0GGFKr5xnbWnQ",NA
"486","YIpwSFLkb1geFIXyqh62rQ",NA
"487","LqEZNMIsJOWUWSxdHHCBig",NA
"488","P7pxQFqr7yBKMMI2J51udw",NA
"489","npWIa3dIPEV1MTaZNq6AUA",NA
"490","Trbt0Ex85yvwT8DHoEFCvg",NA
"491","P7pxQFqr7yBKMMI2J51udw",NA
"492","82I9SSilxh3zL8F1UQ45Xw",NA
"493","-6tvduBzjLI1ISfs3F_qTg",NA
"494","DjvpsmdtEvnyMk2vXxpc-w",NA
"495","P7pxQFqr7yBKMMI2J51udw",NA
"496","I1qRb4qqQRly7NhIOCkk_Q",NA
"497","ljLq8ZTLO52rzwsEeaWZKg",NA
"498","G6BwYw_0_atLPTzI1uokIA",NA
"499","-6tvduBzjLI1ISfs3F_qTg",NA
"500","VxRlBe2wjtycFWSZm1orTA",NA
"501","G6BwYw_0_atLPTzI1uokIA",NA
"502","Do72DKBclgkSPt6jZ9-c4Q",NA
"503","P7pxQFqr7yBKMMI2J51udw",NA
"504","oFHvr1cAktvU-bQgrl4aPw",NA
"505","UJb1PrUWDFfuzwUPc1pP4Q",NA
"506","m8Cbph-0tlMaYyXDwvKc3A",NA
"507","y1esDY2vFyaTMf1YlRT7ZA",NA
"508","y4ETe3DkcIjjr_eyeg5U5g",NA
"509","O3zVw-VAcJi8ta4B6v5iAA",NA
"510","CKoDbOpF_CSyy6_lttqjKg",NA
"511","mDR12Hafvr84ctpsV6YLag",NA
"512","pH9HF3GfJKJAdKDHcoUI4w",NA
"513","oFHvr1cAktvU-bQgrl4aPw",NA
"514","mDR12Hafvr84ctpsV6YLag",NA
"515","iiuEt92eGGy_fTvywsTBbA",NA
"516","2iTsRqUsPGRH1li1WVRvKQ",NA
"517","mDR12Hafvr84ctpsV6YLag",NA
"518","P7pxQFqr7yBKMMI2J51udw",NA
"519","2iTsRqUsPGRH1li1WVRvKQ",NA
"520","PQicuLOZ3uNJKn4PtayjlQ",NA
"521","d482l58ho0_IMdFkXX1F5Q",NA
"522","UotZUkpcI0p2J8RUAD36Ng",NA
"523","mDR12Hafvr84ctpsV6YLag",NA
"524","X5oaz9_MVz-1ng83HuI4ZQ",NA
"525","_9Oh4NYx5Yjd4tG2_HWQww",NA
"526","I1qRb4qqQRly7NhIOCkk_Q",NA
"527","9njwmO6YzhaQB3-htNMFYQ",NA
"528","Dv0OHpQSL4hOGl2KAEVvlA",NA
"529","zK7sltLeRRioqYwgLiWUIA",NA
"530","RtnTbhWYw4QjKhoTBV37OA",NA
"531","P7pxQFqr7yBKMMI2J51udw",NA
"532","AfN3Z1U6QPEgAb5F2CQm8w",NA
"533","UotZUkpcI0p2J8RUAD36Ng",NA
"534","0ZZIqTdEb7yUa13QZLKuGQ",NA
"535","Fr5R5w74Xg7sKMlt4PPtHg",NA
"536","Trbt0Ex85yvwT8DHoEFCvg",NA
"537","Do72DKBclgkSPt6jZ9-c4Q",NA
"538","P7pxQFqr7yBKMMI2J51udw",NA
"539","P7pxQFqr7yBKMMI2J51udw",NA
"540","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"541","-6tvduBzjLI1ISfs3F_qTg",NA
"542","Trbt0Ex85yvwT8DHoEFCvg",NA
"543","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"544","TrOgTZ0DfmQxvpTehiNibQ",NA
"545","Dv0OHpQSL4hOGl2KAEVvlA",NA
"546","w_UCGMgok7N9p0XdYBx1VQ",NA
"547","2iTsRqUsPGRH1li1WVRvKQ",NA
"548","Gt-T8XbgbvFw5KeLpmnSLg",NA
"549","pH9HF3GfJKJAdKDHcoUI4w",NA
"550","sZq-qUvoLgYxlDmIcxYWDg",NA
"551","74gDxr6rs_8tUTcS1vkr0Q",NA
"552","-6tvduBzjLI1ISfs3F_qTg",NA
"553","o9IvrLWtTt5lCYqO-uiJLg",NA
"554","FogTa-wmjhVnJCoTiaxvZA",NA
"555","mDR12Hafvr84ctpsV6YLag",NA
"556","O1ird5yRyuDFnOmYu90OoA",NA
"557","Fr5R5w74Xg7sKMlt4PPtHg",NA
"558","y4ETe3DkcIjjr_eyeg5U5g",NA
"559","Rx85NUdD6MhrgKxHr05NlQ",NA
"560","Uqf9-TytJ0V_3SISZ8xovw",NA
"561","RtnTbhWYw4QjKhoTBV37OA",NA
"562","P7pxQFqr7yBKMMI2J51udw",NA
"563","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"564","AjaLaFQLMRLnPetDFQN1eQ",NA
"565","yxLVwItd1Wnhy6SeUUcNYA",NA
"566","AfN3Z1U6QPEgAb5F2CQm8w",NA
"567","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"568","P7pxQFqr7yBKMMI2J51udw",NA
"569","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"570","FogTa-wmjhVnJCoTiaxvZA",NA
"571","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"572","2VRVAhzefxIqjzbQ21LdHg",NA
"573","82I9SSilxh3zL8F1UQ45Xw",NA
"574","ApHiz1xxENwjkp8MKrE4Dg",NA
"575","sMzNLdhJZGzYirIWt-fMAg",NA
"576","I1qRb4qqQRly7NhIOCkk_Q",NA
"577","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"578","YbOhR475lR0xsNJjoAmMXQ",NA
"579","0ZZIqTdEb7yUa13QZLKuGQ",NA
"580","mDR12Hafvr84ctpsV6YLag",NA
"581","npWIa3dIPEV1MTaZNq6AUA",NA
"582","-6tvduBzjLI1ISfs3F_qTg",NA
"583","mlCDsdVFuZvRGrJTfQ6amw",NA
"584","w_UCGMgok7N9p0XdYBx1VQ",NA
"585","2c9Vptks_vowLgVUMnCgjw",NA
"586","oFHvr1cAktvU-bQgrl4aPw",NA
"587","-6tvduBzjLI1ISfs3F_qTg",NA
"588","RtnTbhWYw4QjKhoTBV37OA",NA
"589","tvXOFflGUCGSSzcxrpVBsA",NA
"590","2iTsRqUsPGRH1li1WVRvKQ",NA
"591","P7pxQFqr7yBKMMI2J51udw",NA
"592","P7pxQFqr7yBKMMI2J51udw",NA
"593","CKoDbOpF_CSyy6_lttqjKg",NA
"594","VZQPYoK6l_vo5jwYgabJdQ",NA
"595","yCK1Ok69D7TSWJESZQZHiQ",NA
"596","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"597","mDR12Hafvr84ctpsV6YLag",NA
"598","mDR12Hafvr84ctpsV6YLag",NA
"599","P7pxQFqr7yBKMMI2J51udw",NA
"600","9Rs7n2LbINBN8kLbScjhmA",NA
"601","JAEGnGjqphWGoyuCN-hNQQ",NA
"602","3akSOcI-uzHOwGQeZD3NHg",NA
"603","mlCDsdVFuZvRGrJTfQ6amw",NA
"604","FogTa-wmjhVnJCoTiaxvZA",NA
"605","mNsjRWm99TFmssgKJX_kyg",NA
"606","AfN3Z1U6QPEgAb5F2CQm8w",NA
"607","mDR12Hafvr84ctpsV6YLag",NA
"608","-6tvduBzjLI1ISfs3F_qTg",NA
"609","AfN3Z1U6QPEgAb5F2CQm8w",NA
"610","P7pxQFqr7yBKMMI2J51udw",NA
"611","Dv0OHpQSL4hOGl2KAEVvlA",NA
"612","bWucOPNoIjd8ECdiDyVq9Q",NA
"613","pWyhmTVRNw6hix3J__SqvQ",NA
"614","P7pxQFqr7yBKMMI2J51udw",NA
"615","Fr5R5w74Xg7sKMlt4PPtHg",NA
"616","P7pxQFqr7yBKMMI2J51udw",NA
"617","ljLq8ZTLO52rzwsEeaWZKg",NA
"618","mDR12Hafvr84ctpsV6YLag",NA
"619","LkfdCPTWU4BNWWpou60Lww",NA
"620","JKDuPY9hPajOVQZpKPCzpA",NA
"621","G6BwYw_0_atLPTzI1uokIA",NA
"622","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"623","yCK1Ok69D7TSWJESZQZHiQ",NA
"624","mDR12Hafvr84ctpsV6YLag",NA
"625","-6tvduBzjLI1ISfs3F_qTg",NA
"626","ApHiz1xxENwjkp8MKrE4Dg",NA
"627","kY2Uh2-CHgLff9rZZWuGDA",NA
"628","sMzNLdhJZGzYirIWt-fMAg",NA
"629","Q0y1SHlhG4mzUWWDIW7NFg",NA
"630","ibf4xvHWD4t1DOOZhidHBg",NA
"631","HGNOaHmKpW1ajuAVCpA1yg",NA
"632","P7pxQFqr7yBKMMI2J51udw",NA
"633","bWucOPNoIjd8ECdiDyVq9Q",NA
"634","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"635","GETVAz5SCk8rFziexV54Aw",NA
"636","z2Yivr-C0K0H2sLNXvnZyg",NA
"637","2iTsRqUsPGRH1li1WVRvKQ",NA
"638","ApHiz1xxENwjkp8MKrE4Dg",NA
"639","iB9By3dVS6BydSUiDHxLyw",NA
"640","AfN3Z1U6QPEgAb5F2CQm8w",NA
"641","82I9SSilxh3zL8F1UQ45Xw",NA
"642","_qA2HPqgLiBc-M4wRyml0g",NA
"643","YbOhR475lR0xsNJjoAmMXQ",NA
"644","2iTsRqUsPGRH1li1WVRvKQ",NA
"645","G6BwYw_0_atLPTzI1uokIA",NA
"646","tvXOFflGUCGSSzcxrpVBsA",NA
"647","-6tvduBzjLI1ISfs3F_qTg",NA
"648","5nWfU-qheLL-JzwYgHe_cQ",NA
"649","yCK1Ok69D7TSWJESZQZHiQ",NA
"650","y4ETe3DkcIjjr_eyeg5U5g",NA
"651","2iTsRqUsPGRH1li1WVRvKQ",NA
"652","zYb4kj2R54R2YPeNm829BA",NA
"653","2iTsRqUsPGRH1li1WVRvKQ",NA
"654","Q-1JCkmzNBJk6jC7K_AUZA",NA
"655","VZQPYoK6l_vo5jwYgabJdQ",NA
"656","eRoOfy-lQso6N3GiUY_c3w",NA
"657","9Rs7n2LbINBN8kLbScjhmA",NA
"658","P7pxQFqr7yBKMMI2J51udw",NA
"659","WWdPXSNLduMNK-ybk9HcuA",NA
"660","nrq5H3LZicjMG0wv7gy08g",NA
"661","Rx85NUdD6MhrgKxHr05NlQ",NA
"662","mDR12Hafvr84ctpsV6YLag",NA
"663","w_UCGMgok7N9p0XdYBx1VQ",NA
"664","5nWfU-qheLL-JzwYgHe_cQ",NA
"665","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"666","RtnTbhWYw4QjKhoTBV37OA",NA
"667","vna49NPM-7B11tcFPTgnsg",NA
"668","I1qRb4qqQRly7NhIOCkk_Q",NA
"669","P7pxQFqr7yBKMMI2J51udw",NA
"670","2c9Vptks_vowLgVUMnCgjw",NA
"671","m8Cbph-0tlMaYyXDwvKc3A",NA
"672","mDR12Hafvr84ctpsV6YLag",NA
"673","AfN3Z1U6QPEgAb5F2CQm8w",NA
"674","6zi7dAlnk7vgvlGbUMoKkA",NA
"675","P7pxQFqr7yBKMMI2J51udw",NA
"676","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"677","y1esDY2vFyaTMf1YlRT7ZA",NA
"678","P7pxQFqr7yBKMMI2J51udw",NA
"679","mDR12Hafvr84ctpsV6YLag",NA
"680","I1qRb4qqQRly7NhIOCkk_Q",NA
"681","Dv0OHpQSL4hOGl2KAEVvlA",NA
"682","eRoOfy-lQso6N3GiUY_c3w",NA
"683","TP7Ag-QrM5rNv4rmpDCtoA",NA
"684","Do72DKBclgkSPt6jZ9-c4Q",NA
"685","AfN3Z1U6QPEgAb5F2CQm8w",NA
"686","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"687","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"688","d482l58ho0_IMdFkXX1F5Q",NA
"689","mlCDsdVFuZvRGrJTfQ6amw",NA
"690","HGNOaHmKpW1ajuAVCpA1yg",NA
"691","w_UCGMgok7N9p0XdYBx1VQ",NA
"692","P7pxQFqr7yBKMMI2J51udw",NA
"693","P7pxQFqr7yBKMMI2J51udw",NA
"694","Trbt0Ex85yvwT8DHoEFCvg",NA
"695","sMzNLdhJZGzYirIWt-fMAg",NA
"696","X5oaz9_MVz-1ng83HuI4ZQ",NA
"697","gc5bZeAOoSvlK-gcJJHahA",NA
"698","AfN3Z1U6QPEgAb5F2CQm8w",NA
"699","9njwmO6YzhaQB3-htNMFYQ",NA
"700","P7pxQFqr7yBKMMI2J51udw",NA
"701","_glMJT-AR1vNt-eatEdyeA",NA
"702","P7pxQFqr7yBKMMI2J51udw",NA
"703","d482l58ho0_IMdFkXX1F5Q",NA
"704","UJb1PrUWDFfuzwUPc1pP4Q",NA
"705","mDR12Hafvr84ctpsV6YLag",NA
"706","DjvpsmdtEvnyMk2vXxpc-w",NA
"707","b_XIKJ2nNzksuWhfMTEehQ",NA
"708","zU63bs3Ofe8y1peOgOFJaA",NA
"709","JRo3APL5f4-TEkuI-SoDcA",NA
"710","s1FNMwBVBmC7mLfYy77e8g",NA
"711","HPfcEJh3ivdX_QehRKZYrA",NA
"712","P7pxQFqr7yBKMMI2J51udw",NA
"713","X5oaz9_MVz-1ng83HuI4ZQ",NA
"714","TrOgTZ0DfmQxvpTehiNibQ",NA
"715","UotZUkpcI0p2J8RUAD36Ng",NA
"716","w_UCGMgok7N9p0XdYBx1VQ",NA
"717","S_bG5WWbtNXhhY9Y0GTcSg",NA
"718","o9IvrLWtTt5lCYqO-uiJLg",NA
"719","UJb1PrUWDFfuzwUPc1pP4Q",NA
"720","9Rs7n2LbINBN8kLbScjhmA",NA
"721","3akSOcI-uzHOwGQeZD3NHg",NA
"722","VBoyqq5lO_H-EJO6MTwIPA",NA
"723","NhUUOdvvw_-VAvxdO4VhfA",NA
"724","m8Cbph-0tlMaYyXDwvKc3A",NA
"725","VxRlBe2wjtycFWSZm1orTA",NA
"726","bWucOPNoIjd8ECdiDyVq9Q",NA
"727","bWucOPNoIjd8ECdiDyVq9Q",NA
"728","P7pxQFqr7yBKMMI2J51udw",NA
"729","2iTsRqUsPGRH1li1WVRvKQ",NA
"730","d482l58ho0_IMdFkXX1F5Q",NA
"731","2iTsRqUsPGRH1li1WVRvKQ",NA
"732","mDR12Hafvr84ctpsV6YLag",NA
"733","82I9SSilxh3zL8F1UQ45Xw",NA
"734","Dv0OHpQSL4hOGl2KAEVvlA",NA
"735","RtnTbhWYw4QjKhoTBV37OA",NA
"736","l0aaLW6ZdDXWjUegUECSxg",NA
"737","y4ETe3DkcIjjr_eyeg5U5g",NA
"738","2iTsRqUsPGRH1li1WVRvKQ",NA
"739","mDR12Hafvr84ctpsV6YLag",NA
"740","geytMDcETB3AwhATBbq6gQ",NA
"741","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"742","o9IvrLWtTt5lCYqO-uiJLg",NA
"743","I1qRb4qqQRly7NhIOCkk_Q",NA
"744","dQrDogW_V4fB83vTTAP5eA",NA
"745","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"746","gU8H-yYJEByT7b8ZvHs16g",NA
"747","z2Yivr-C0K0H2sLNXvnZyg",NA
"748","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"749","2c9Vptks_vowLgVUMnCgjw",NA
"750","2iTsRqUsPGRH1li1WVRvKQ",NA
"751","yxLVwItd1Wnhy6SeUUcNYA",NA
"752","0ZZIqTdEb7yUa13QZLKuGQ",NA
"753","oFHvr1cAktvU-bQgrl4aPw",NA
"754","8jm_9vT-tGT-rFe-XckCqA",NA
"755","sMzNLdhJZGzYirIWt-fMAg",NA
"756","y4ETe3DkcIjjr_eyeg5U5g",NA
"757","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"758","mDR12Hafvr84ctpsV6YLag",NA
"759","3akSOcI-uzHOwGQeZD3NHg",NA
"760","zU63bs3Ofe8y1peOgOFJaA",NA
"761","PbTh7aX0_yyaXFOXAlhI4A",NA
"762","_eNeiqWPt1MPLFF6DEIJeA",NA
"763","0ZZIqTdEb7yUa13QZLKuGQ",NA
"764","iiuEt92eGGy_fTvywsTBbA",NA
"765","aiU0FRtHTIHBWMYapw79LA",NA
"766","A4kCvILTgfr_2cG0_yGNiw",NA
"767","UotZUkpcI0p2J8RUAD36Ng",NA
"768","I1qRb4qqQRly7NhIOCkk_Q",NA
"769","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"770","6TvB1PZCY1Ap2S-yNJPs4w",NA
"771","G6BwYw_0_atLPTzI1uokIA",NA
"772","RtnTbhWYw4QjKhoTBV37OA",NA
"773","P7pxQFqr7yBKMMI2J51udw",NA
"774","u1m3qTIrhZhwNjMT6n-M8g",NA
"775","P7pxQFqr7yBKMMI2J51udw",NA
"776","NwVj3tbEcR2F8fbrcOEV0Q",NA
"777","2c9Vptks_vowLgVUMnCgjw",NA
"778","9njwmO6YzhaQB3-htNMFYQ",NA
"779","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"780","tvXOFflGUCGSSzcxrpVBsA",NA
"781","m8Cbph-0tlMaYyXDwvKc3A",NA
"782","pH9HF3GfJKJAdKDHcoUI4w",NA
"783","NCc227GObIORVxUXs-KWvw",NA
"784","82I9SSilxh3zL8F1UQ45Xw",NA
"785","o9IvrLWtTt5lCYqO-uiJLg",NA
"786","AfN3Z1U6QPEgAb5F2CQm8w",NA
"787","P7pxQFqr7yBKMMI2J51udw",NA
"788","YbOhR475lR0xsNJjoAmMXQ",NA
"789","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"790","BTdUKfeEPFLieYzlKaRhbw",NA
"791","o9IvrLWtTt5lCYqO-uiJLg",NA
"792","1x8_aJQ-iqvymhRK3SNbLg",NA
"793","PQicuLOZ3uNJKn4PtayjlQ",NA
"794","Trbt0Ex85yvwT8DHoEFCvg",NA
"795","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"796","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"797","2iTsRqUsPGRH1li1WVRvKQ",NA
"798","UJb1PrUWDFfuzwUPc1pP4Q",NA
"799","vgaA8bqGtd2uYj3KuWC9yw",NA
"800","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"801","zYb4kj2R54R2YPeNm829BA",NA
"802","bWucOPNoIjd8ECdiDyVq9Q",NA
"803","2c9Vptks_vowLgVUMnCgjw",NA
"804","Dv0OHpQSL4hOGl2KAEVvlA",NA
"805","VxRlBe2wjtycFWSZm1orTA",NA
"806","9Rs7n2LbINBN8kLbScjhmA",NA
"807","y4ETe3DkcIjjr_eyeg5U5g",NA
"808","-6tvduBzjLI1ISfs3F_qTg",NA
"809","2c9Vptks_vowLgVUMnCgjw",NA
"810","l0aaLW6ZdDXWjUegUECSxg",NA
"811","zYb4kj2R54R2YPeNm829BA",NA
"812","Do72DKBclgkSPt6jZ9-c4Q",NA
"813","Trbt0Ex85yvwT8DHoEFCvg",NA
"814","A4kCvILTgfr_2cG0_yGNiw",NA
"815","yxLVwItd1Wnhy6SeUUcNYA",NA
"816","CKoDbOpF_CSyy6_lttqjKg",NA
"817","k9rR23TeanYDFEdqUK9Hjw",NA
"818","Bx7SDDMr5Y278PFIy0nsmQ",NA
"819","AfN3Z1U6QPEgAb5F2CQm8w",NA
"820","82I9SSilxh3zL8F1UQ45Xw",NA
"821","2iTsRqUsPGRH1li1WVRvKQ",NA
"822","9njwmO6YzhaQB3-htNMFYQ",NA
"823","G6BwYw_0_atLPTzI1uokIA",NA
"824","VZQPYoK6l_vo5jwYgabJdQ",NA
"825","AfN3Z1U6QPEgAb5F2CQm8w",NA
"826","2c9Vptks_vowLgVUMnCgjw",NA
"827","d482l58ho0_IMdFkXX1F5Q",NA
"828","npWIa3dIPEV1MTaZNq6AUA",NA
"829","P7pxQFqr7yBKMMI2J51udw",NA
"830","82I9SSilxh3zL8F1UQ45Xw",NA
"831","ApHiz1xxENwjkp8MKrE4Dg",NA
"832","DjvpsmdtEvnyMk2vXxpc-w",NA
"833","UJb1PrUWDFfuzwUPc1pP4Q",NA
"834","9njwmO6YzhaQB3-htNMFYQ",NA
"835","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"836","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"837","G6BwYw_0_atLPTzI1uokIA",NA
"838","P7pxQFqr7yBKMMI2J51udw",NA
"839","P7pxQFqr7yBKMMI2J51udw",NA
"840","mlCDsdVFuZvRGrJTfQ6amw",NA
"841","P7pxQFqr7yBKMMI2J51udw",NA
"842","6zi7dAlnk7vgvlGbUMoKkA",NA
"843","P7pxQFqr7yBKMMI2J51udw",NA
"844","UJb1PrUWDFfuzwUPc1pP4Q",NA
