"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
"0aZ0rrIYSbro5QxIevlRgA",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","ZAuAwz1ijuydn5yL3q3rzA","hihud..QRriCYZw1zZvW4g","HgdFqAvK31fB9sgBdOzo9g","p5rpYtxS5xPQjt3MXYVEwA","X7mGZrCzGGjS95SdRtEaGcQ","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","y4ETe3DkcIjjr_eyeg5U5g","FogTa.wmjhVnJCoTiaxvZA","X1BrIPwRhJHOp6yBwjoRtgg","X2SfSzEd3B7WimeZac23zhg","X7_Loa7mqtny7aNByryxOSA","gG9z6zr_49LocyCTvSFg0w","B_WggEKFq.ZFNui8CHPYvA","Vs7gc9EE3k9wARuUcN9piA","NLEe.RzDSU.5BN6xp_WWCw","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","E4JyAzB5_2quptwtemyhYA","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","utIA0LyQmwP.9DRyxUe6qQ","aD0EslPREWGDlSpD0RMlEg","X2iTsRqUsPGRH1li1WVRvKQ","gQMAcDm8kv8ev7x2BshMwg","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","sOYsxYYFl03PhHmz_rBDZQ","qmymSqVwHYRqdwfcBatzpQ","jTZYireK6pnPb6Rni0jygw","DzKl51tivGJMLiNsQqf38w","mDR12Hafvr84ctpsV6YLag","JFaTPxWQC14VmFnXLv7W1g","LelAlfuj5oVRF9CQdWLsNQ","kj1p6NwUGROOoqNySf0I1Q","mnwRtuVQEsIUomBchu0gwg","Tw3miGKZHtmxmaQZIYFRrA","X6Iu4YDjAPrDRRrPCt_E2zA","lTixk1IT.D4hoMZ6LgoyHQ","X_9vGmNrEcLWFOnUzeUdfag","OjApDLQUPV8c_yPCg8xZog","X_xAJZOKBMPOe47p1MphB2w","GIfZNMP0oIJCje_Xp0Bgrw","OY0.hYJ2q6WiAqhYnCZZ0w","X8olG8J91NG_QU92WHG5QfA","HI56ArpYEbhEUeRx9Curpw"
"0BBUmH7Krcax1RZgbH4fSA",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","X7mGZrCzGGjS95SdRtEaGcQ","MhiBpIBNTCAm1Xd3WzRzjQ","X9a3DrZvpYxVs3k_qwlCNSw","HgdFqAvK31fB9sgBdOzo9g","FogTa.wmjhVnJCoTiaxvZA","uKKNw68mZZaa1jcyszEbyA","jLxeBgWhLRbII2ACkgH1Sg","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","YRyYbOSwvHkZsZOLv98oQg","gQMAcDm8kv8ev7x2BshMwg","X01fuY2NNscttoTxOYbuZXw","hihud..QRriCYZw1zZvW4g","snw9iNNLpFYZeHotW00uVA","UUGoM4q4i8rK2CBRS0xDAw","C9ImzBi5fn742ZcAYDww2A","B_WggEKFq.ZFNui8CHPYvA","kj1p6NwUGROOoqNySf0I1Q","HI56ArpYEbhEUeRx9Curpw","YmOWkved7K8q3eXgf4NNnA","E4JyAzB5_2quptwtemyhYA","ZAuAwz1ijuydn5yL3q3rzA","FvVSy2r7_zDEhZWqLgjXNQ","qmymSqVwHYRqdwfcBatzpQ","X0W_pPAiTXgazY2mtX6o0_w","X1BrIPwRhJHOp6yBwjoRtgg","X2iTsRqUsPGRH1li1WVRvKQ","aD0EslPREWGDlSpD0RMlEg","aT_SsfZ6GQgJGyuIv1Hapw","iA8Ve2sZKN5Vz3mYKrtCaQ","y4ETe3DkcIjjr_eyeg5U5g","XmgdFa3G_CZVfjtQEJMZfQ","wSojc.y.d7MWiGWdy8deCg","lTixk1IT.D4hoMZ6LgoyHQ","utIA0LyQmwP.9DRyxUe6qQ","wHVWfC_a6koeiJXAu78e1g","OY0.hYJ2q6WiAqhYnCZZ0w","cKgUCzMGuRgkbKXUsgeXUw","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","BxCzy1WOVxOrr_G7V4BIvg","X_xAJZOKBMPOe47p1MphB2w"
"0BcJ3TmeXf5J9-fB0hrA2g",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","X1BrIPwRhJHOp6yBwjoRtgg","HgdFqAvK31fB9sgBdOzo9g","p5rpYtxS5xPQjt3MXYVEwA","X7mGZrCzGGjS95SdRtEaGcQ","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","X2SfSzEd3B7WimeZac23zhg","y4ETe3DkcIjjr_eyeg5U5g","FogTa.wmjhVnJCoTiaxvZA","NLEe.RzDSU.5BN6xp_WWCw","gG9z6zr_49LocyCTvSFg0w","Vs7gc9EE3k9wARuUcN9piA","B_WggEKFq.ZFNui8CHPYvA","X7_Loa7mqtny7aNByryxOSA","E4JyAzB5_2quptwtemyhYA","fT6Uwl6abRQfiNgxre_qbg","SWhHaWFuijy_KDs0zVCJog","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","X2iTsRqUsPGRH1li1WVRvKQ","q5xrVJ4kivx_yEfJeOKNYQ","uKKNw68mZZaa1jcyszEbyA","DzKl51tivGJMLiNsQqf38w","sOYsxYYFl03PhHmz_rBDZQ","utIA0LyQmwP.9DRyxUe6qQ","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","qmymSqVwHYRqdwfcBatzpQ","jTZYireK6pnPb6Rni0jygw","JFaTPxWQC14VmFnXLv7W1g","mDR12Hafvr84ctpsV6YLag","mnwRtuVQEsIUomBchu0gwg","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","X6Iu4YDjAPrDRRrPCt_E2zA","X_9vGmNrEcLWFOnUzeUdfag","X_xAJZOKBMPOe47p1MphB2w","lTixk1IT.D4hoMZ6LgoyHQ","OjApDLQUPV8c_yPCg8xZog","kj1p6NwUGROOoqNySf0I1Q","HI56ArpYEbhEUeRx9Curpw","GIfZNMP0oIJCje_Xp0Bgrw","OY0.hYJ2q6WiAqhYnCZZ0w","X8olG8J91NG_QU92WHG5QfA"
"0Bm2BA66nUSJtgpOI9XBPQ",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","p5rpYtxS5xPQjt3MXYVEwA","X7mGZrCzGGjS95SdRtEaGcQ","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","y4ETe3DkcIjjr_eyeg5U5g","X2SfSzEd3B7WimeZac23zhg","FogTa.wmjhVnJCoTiaxvZA","NLEe.RzDSU.5BN6xp_WWCw","Vs7gc9EE3k9wARuUcN9piA","gG9z6zr_49LocyCTvSFg0w","E4JyAzB5_2quptwtemyhYA","B_WggEKFq.ZFNui8CHPYvA","aD0EslPREWGDlSpD0RMlEg","X7_Loa7mqtny7aNByryxOSA","fT6Uwl6abRQfiNgxre_qbg","X2iTsRqUsPGRH1li1WVRvKQ","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","SWhHaWFuijy_KDs0zVCJog","utIA0LyQmwP.9DRyxUe6qQ","q5xrVJ4kivx_yEfJeOKNYQ","sOYsxYYFl03PhHmz_rBDZQ","DzKl51tivGJMLiNsQqf38w","uKKNw68mZZaa1jcyszEbyA","gQMAcDm8kv8ev7x2BshMwg","X9a3DrZvpYxVs3k_qwlCNSw","jTZYireK6pnPb6Rni0jygw","qmymSqVwHYRqdwfcBatzpQ","JFaTPxWQC14VmFnXLv7W1g","mnwRtuVQEsIUomBchu0gwg","mDR12Hafvr84ctpsV6YLag","X_xAJZOKBMPOe47p1MphB2w","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","GIfZNMP0oIJCje_Xp0Bgrw","X_9vGmNrEcLWFOnUzeUdfag","HI56ArpYEbhEUeRx9Curpw","X6Iu4YDjAPrDRRrPCt_E2zA","OY0.hYJ2q6WiAqhYnCZZ0w","OjApDLQUPV8c_yPCg8xZog","kj1p6NwUGROOoqNySf0I1Q","lTixk1IT.D4hoMZ6LgoyHQ","X8olG8J91NG_QU92WHG5QfA"
"0BoO48jZw2kjJjwgwIjbLw",5,"A0X1baHPgw9IiBRivu0G9g","fQt9QVAZM9PM0wFDdROvWw","iA8Ve2sZKN5Vz3mYKrtCaQ","ZAuAwz1ijuydn5yL3q3rzA","hihud..QRriCYZw1zZvW4g","HgdFqAvK31fB9sgBdOzo9g","X7mGZrCzGGjS95SdRtEaGcQ","p5rpYtxS5xPQjt3MXYVEwA","X1BrIPwRhJHOp6yBwjoRtgg","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","y4ETe3DkcIjjr_eyeg5U5g","FogTa.wmjhVnJCoTiaxvZA","NLEe.RzDSU.5BN6xp_WWCw","X7_Loa7mqtny7aNByryxOSA","gG9z6zr_49LocyCTvSFg0w","B_WggEKFq.ZFNui8CHPYvA","E4JyAzB5_2quptwtemyhYA","Vs7gc9EE3k9wARuUcN9piA","X2SfSzEd3B7WimeZac23zhg","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","q5xrVJ4kivx_yEfJeOKNYQ","r_BrIgzYcwo1NAuG9dLbpg","uKKNw68mZZaa1jcyszEbyA","X2iTsRqUsPGRH1li1WVRvKQ","qmymSqVwHYRqdwfcBatzpQ","utIA0LyQmwP.9DRyxUe6qQ","gQMAcDm8kv8ev7x2BshMwg","X9a3DrZvpYxVs3k_qwlCNSw","DzKl51tivGJMLiNsQqf38w","sOYsxYYFl03PhHmz_rBDZQ","jTZYireK6pnPb6Rni0jygw","JFaTPxWQC14VmFnXLv7W1g","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","mnwRtuVQEsIUomBchu0gwg","mDR12Hafvr84ctpsV6YLag","X6Iu4YDjAPrDRRrPCt_E2zA","X_9vGmNrEcLWFOnUzeUdfag","lTixk1IT.D4hoMZ6LgoyHQ","kj1p6NwUGROOoqNySf0I1Q","OjApDLQUPV8c_yPCg8xZog","GIfZNMP0oIJCje_Xp0Bgrw","X_xAJZOKBMPOe47p1MphB2w","OY0.hYJ2q6WiAqhYnCZZ0w","X8olG8J91NG_QU92WHG5QfA","HI56ArpYEbhEUeRx9Curpw"
"0bwmSWsi5WZfcDu61ZMGhg",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","E4JyAzB5_2quptwtemyhYA","A0X1baHPgw9IiBRivu0G9g","mDR12Hafvr84ctpsV6YLag","ZAuAwz1ijuydn5yL3q3rzA","gG9z6zr_49LocyCTvSFg0w","w8RWhhuKxMiFCpvFvIQ3zg","HgdFqAvK31fB9sgBdOzo9g","N5B7OBTyNGgwU_Y2fwNcyw","xcmmTXhuMx2fZF2Bt69F4w","Tw3miGKZHtmxmaQZIYFRrA","Vs7gc9EE3k9wARuUcN9piA","B_WggEKFq.ZFNui8CHPYvA","jTZYireK6pnPb6Rni0jygw","HI56ArpYEbhEUeRx9Curpw","jLxeBgWhLRbII2ACkgH1Sg","FogTa.wmjhVnJCoTiaxvZA","p5rpYtxS5xPQjt3MXYVEwA","X7fxebHYUwIF6CakxSr70iQ","X2iTsRqUsPGRH1li1WVRvKQ","MhiBpIBNTCAm1Xd3WzRzjQ","X0W_pPAiTXgazY2mtX6o0_w","mnwRtuVQEsIUomBchu0gwg","uKKNw68mZZaa1jcyszEbyA","X6tSvz_21BMo3a4GaItwa0g","yWUBX9Pe6pzh1PjVj04UmQ","tWiFat101ID5w_wgAPMXhA","HCCg.rVnHQ2FI6lHs_LvUQ","dWrezcuIAO.Ckx1W0gu5jg","Sovgwq.E.n6wLqNh3X_rXg","Rg43a31sV7gNLZMjy.ZdCg","DbEszO3wk1xVmN3pCPob2g","pQ6e4fjq6kqRqLE6w8CfWQ","OY0.hYJ2q6WiAqhYnCZZ0w","szhJLmdLDVFTevm8fu0T4A","X_xAJZOKBMPOe47p1MphB2w","UUGoM4q4i8rK2CBRS0xDAw","X1BrIPwRhJHOp6yBwjoRtgg","wHVWfC_a6koeiJXAu78e1g","aD0EslPREWGDlSpD0RMlEg","hihud..QRriCYZw1zZvW4g","qmymSqVwHYRqdwfcBatzpQ","C9ImzBi5fn742ZcAYDww2A","BxCzy1WOVxOrr_G7V4BIvg","YmOWkved7K8q3eXgf4NNnA","DgZ.pZUo3drzpiCDlDr9IQ"
"0BxF-X_WBAoL6Zk46RzhYQ",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","qmymSqVwHYRqdwfcBatzpQ","fQt9QVAZM9PM0wFDdROvWw","X7mGZrCzGGjS95SdRtEaGcQ","hihud..QRriCYZw1zZvW4g","FogTa.wmjhVnJCoTiaxvZA","iA8Ve2sZKN5Vz3mYKrtCaQ","ZAuAwz1ijuydn5yL3q3rzA","A0X1baHPgw9IiBRivu0G9g","DbEszO3wk1xVmN3pCPob2g","X2iTsRqUsPGRH1li1WVRvKQ","FvVSy2r7_zDEhZWqLgjXNQ","jLxeBgWhLRbII2ACkgH1Sg","HgdFqAvK31fB9sgBdOzo9g","gQMAcDm8kv8ev7x2BshMwg","HI56ArpYEbhEUeRx9Curpw","UE3AvVnaPEBPneVahYT2eA","aD0EslPREWGDlSpD0RMlEg","SwAZBCyFtVo_8vkRbJhdkA","xcmmTXhuMx2fZF2Bt69F4w","olmCDBoMF.EhN8U2livBSg","kj1p6NwUGROOoqNySf0I1Q","B_WggEKFq.ZFNui8CHPYvA","wSojc.y.d7MWiGWdy8deCg","plWuv4gda7m0KlqCNhrb4w","r_BrIgzYcwo1NAuG9dLbpg","Tw3miGKZHtmxmaQZIYFRrA","q5xrVJ4kivx_yEfJeOKNYQ","gG9z6zr_49LocyCTvSFg0w","X6tSvz_21BMo3a4GaItwa0g","X2SfSzEd3B7WimeZac23zhg","E4JyAzB5_2quptwtemyhYA","Rg43a31sV7gNLZMjy.ZdCg","X_u1Bq7QsgMUXSMex8QHqLQ","eDlgbI0Qg_mmI.Osvci0gw","uKKNw68mZZaa1jcyszEbyA","w8RWhhuKxMiFCpvFvIQ3zg","jTZYireK6pnPb6Rni0jygw","O7ot_LMlCfLpOP9tBqeNfw","MM8n7SPaIuMlDGbUM5SZhA","X6Iu4YDjAPrDRRrPCt_E2zA","YmOWkved7K8q3eXgf4NNnA","X01fuY2NNscttoTxOYbuZXw","dUffgo9Lh_Vk9TLuFR5ywg","X9a3DrZvpYxVs3k_qwlCNSw"
"0C_kTzETOV_1m-fSeYGuJQ",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","X2iTsRqUsPGRH1li1WVRvKQ","X7mGZrCzGGjS95SdRtEaGcQ","qmymSqVwHYRqdwfcBatzpQ","fQt9QVAZM9PM0wFDdROvWw","hihud..QRriCYZw1zZvW4g","FogTa.wmjhVnJCoTiaxvZA","ZAuAwz1ijuydn5yL3q3rzA","iA8Ve2sZKN5Vz3mYKrtCaQ","A0X1baHPgw9IiBRivu0G9g","DbEszO3wk1xVmN3pCPob2g","FvVSy2r7_zDEhZWqLgjXNQ","jLxeBgWhLRbII2ACkgH1Sg","HgdFqAvK31fB9sgBdOzo9g","gQMAcDm8kv8ev7x2BshMwg","HI56ArpYEbhEUeRx9Curpw","UE3AvVnaPEBPneVahYT2eA","B_WggEKFq.ZFNui8CHPYvA","SwAZBCyFtVo_8vkRbJhdkA","kj1p6NwUGROOoqNySf0I1Q","aD0EslPREWGDlSpD0RMlEg","xcmmTXhuMx2fZF2Bt69F4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","plWuv4gda7m0KlqCNhrb4w","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","Tw3miGKZHtmxmaQZIYFRrA","X2SfSzEd3B7WimeZac23zhg","X6tSvz_21BMo3a4GaItwa0g","gG9z6zr_49LocyCTvSFg0w","Rg43a31sV7gNLZMjy.ZdCg","uKKNw68mZZaa1jcyszEbyA","E4JyAzB5_2quptwtemyhYA","X_u1Bq7QsgMUXSMex8QHqLQ","eDlgbI0Qg_mmI.Osvci0gw","jTZYireK6pnPb6Rni0jygw","w8RWhhuKxMiFCpvFvIQ3zg","MM8n7SPaIuMlDGbUM5SZhA","X6Iu4YDjAPrDRRrPCt_E2zA","YmOWkved7K8q3eXgf4NNnA","X9a3DrZvpYxVs3k_qwlCNSw","X01fuY2NNscttoTxOYbuZXw","DgZ.pZUo3drzpiCDlDr9IQ","O7ot_LMlCfLpOP9tBqeNfw"
"0C4ccDiZlnW68ULoDKE3NA",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","utIA0LyQmwP.9DRyxUe6qQ","X_9vGmNrEcLWFOnUzeUdfag","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","snw9iNNLpFYZeHotW00uVA","q5xrVJ4kivx_yEfJeOKNYQ","X7mGZrCzGGjS95SdRtEaGcQ","iBihgoxc6Ot7m2D4D3z0QA","X7_Loa7mqtny7aNByryxOSA","LelAlfuj5oVRF9CQdWLsNQ","uKKNw68mZZaa1jcyszEbyA","AfN3Z1U6QPEgAb5F2CQm8w","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","E4JyAzB5_2quptwtemyhYA","oWTn2IzrprsRkPfULtjZtQ","wSojc.y.d7MWiGWdy8deCg","X01fuY2NNscttoTxOYbuZXw","JFaTPxWQC14VmFnXLv7W1g","gG9z6zr_49LocyCTvSFg0w","URFhSrJPk7JM2pUtsuWsAg","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw","hihud..QRriCYZw1zZvW4g"
"0C65lVj_ujVYDs7b2yYBAA",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","X7mGZrCzGGjS95SdRtEaGcQ","X9a3DrZvpYxVs3k_qwlCNSw","MhiBpIBNTCAm1Xd3WzRzjQ","FogTa.wmjhVnJCoTiaxvZA","HgdFqAvK31fB9sgBdOzo9g","uKKNw68mZZaa1jcyszEbyA","jLxeBgWhLRbII2ACkgH1Sg","A0X1baHPgw9IiBRivu0G9g","fQt9QVAZM9PM0wFDdROvWw","snw9iNNLpFYZeHotW00uVA","gQMAcDm8kv8ev7x2BshMwg","YRyYbOSwvHkZsZOLv98oQg","X01fuY2NNscttoTxOYbuZXw","hihud..QRriCYZw1zZvW4g","C9ImzBi5fn742ZcAYDww2A","UUGoM4q4i8rK2CBRS0xDAw","B_WggEKFq.ZFNui8CHPYvA","HI56ArpYEbhEUeRx9Curpw","YmOWkved7K8q3eXgf4NNnA","kj1p6NwUGROOoqNySf0I1Q","E4JyAzB5_2quptwtemyhYA","FvVSy2r7_zDEhZWqLgjXNQ","ZAuAwz1ijuydn5yL3q3rzA","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X2iTsRqUsPGRH1li1WVRvKQ","aT_SsfZ6GQgJGyuIv1Hapw","iA8Ve2sZKN5Vz3mYKrtCaQ","y4ETe3DkcIjjr_eyeg5U5g","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","HCCg.rVnHQ2FI6lHs_LvUQ","utIA0LyQmwP.9DRyxUe6qQ","X7fxebHYUwIF6CakxSr70iQ","Sovgwq.E.n6wLqNh3X_rXg","XmgdFa3G_CZVfjtQEJMZfQ","OY0.hYJ2q6WiAqhYnCZZ0w","wHVWfC_a6koeiJXAu78e1g","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","BxCzy1WOVxOrr_G7V4BIvg","X_xAJZOKBMPOe47p1MphB2w"
"0CaDbJNVt0_DA0Tj9PpctA",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","HI56ArpYEbhEUeRx9Curpw","X3C5Z9homtzkWHouH2BHXYQ","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","utIA0LyQmwP.9DRyxUe6qQ","X_9vGmNrEcLWFOnUzeUdfag","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","X7mGZrCzGGjS95SdRtEaGcQ","snw9iNNLpFYZeHotW00uVA","q5xrVJ4kivx_yEfJeOKNYQ","iBihgoxc6Ot7m2D4D3z0QA","uKKNw68mZZaa1jcyszEbyA","AfN3Z1U6QPEgAb5F2CQm8w","LelAlfuj5oVRF9CQdWLsNQ","E4JyAzB5_2quptwtemyhYA","X7_Loa7mqtny7aNByryxOSA","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","wSojc.y.d7MWiGWdy8deCg","oWTn2IzrprsRkPfULtjZtQ","JFaTPxWQC14VmFnXLv7W1g","X01fuY2NNscttoTxOYbuZXw","gG9z6zr_49LocyCTvSFg0w","OY0.hYJ2q6WiAqhYnCZZ0w","Tw3miGKZHtmxmaQZIYFRrA","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw"
"0D5WAgaOM1M00t3KIEf_Fw",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","X7mGZrCzGGjS95SdRtEaGcQ","MhiBpIBNTCAm1Xd3WzRzjQ","FogTa.wmjhVnJCoTiaxvZA","X9a3DrZvpYxVs3k_qwlCNSw","HgdFqAvK31fB9sgBdOzo9g","jLxeBgWhLRbII2ACkgH1Sg","uKKNw68mZZaa1jcyszEbyA","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","snw9iNNLpFYZeHotW00uVA","YRyYbOSwvHkZsZOLv98oQg","gQMAcDm8kv8ev7x2BshMwg","X01fuY2NNscttoTxOYbuZXw","hihud..QRriCYZw1zZvW4g","C9ImzBi5fn742ZcAYDww2A","UUGoM4q4i8rK2CBRS0xDAw","B_WggEKFq.ZFNui8CHPYvA","HI56ArpYEbhEUeRx9Curpw","YmOWkved7K8q3eXgf4NNnA","kj1p6NwUGROOoqNySf0I1Q","E4JyAzB5_2quptwtemyhYA","FvVSy2r7_zDEhZWqLgjXNQ","ZAuAwz1ijuydn5yL3q3rzA","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X2iTsRqUsPGRH1li1WVRvKQ","X0W_pPAiTXgazY2mtX6o0_w","aD0EslPREWGDlSpD0RMlEg","aT_SsfZ6GQgJGyuIv1Hapw","y4ETe3DkcIjjr_eyeg5U5g","iA8Ve2sZKN5Vz3mYKrtCaQ","wSojc.y.d7MWiGWdy8deCg","XmgdFa3G_CZVfjtQEJMZfQ","lTixk1IT.D4hoMZ6LgoyHQ","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","wHVWfC_a6koeiJXAu78e1g","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","BxCzy1WOVxOrr_G7V4BIvg","X_xAJZOKBMPOe47p1MphB2w","X8YG7PRoZuHeKii0rtNvJFQ"
